Customer Id,total_orders,total_quantity,total_sales,cluster
5557,5,27,2153.70002939,2
5558,2,15,1109.7500115,1
5559,7,42,4354.52009214,0
5560,10,74,6528.21009836,0
5561,5,30,2459.69005206,2
5562,3,18,2019.8000489,2
5563,11,79,6744.06014638,0
5564,8,56,4829.40008166,0
5565,7,39,4425.5400810599995,0
5566,4,29,2524.69003869,2
5567,3,31,2155.67003238,2
5568,4,16,1878.8400116,2
5569,6,25,3169.64007956,2
5570,6,55,5839.25010294,0
5571,2,11,669.87001802,1
5572,2,22,1854.7800445,2
5573,8,38,4279.54010021,0
5574,5,37,2479.56003566,2
5575,4,29,2339.78005216,2
5576,5,39,4079.62008099,0
5577,4,50,3009.6100387,2
5578,6,37,3039.69006348,2
5579,11,64,5709.27007674,0
5580,5,28,3517.730095,2
5581,2,9,699.9600144,1
5582,12,71,7081.34011462,0
5583,9,79,6384.18012422,0
5584,5,42,3757.6300392000003,0
5585,6,45,4444.4700737,0
5586,2,14,1991.82006458,1
5587,3,11,1079.8900261200001,1
5588,4,32,2899.55005648,2
5589,5,23,2069.70005044,2
5590,6,26,3414.68008617,2
5591,5,41,2729.58005146,2
5592,5,25,2109.75001152,2
5593,5,30,2059.78003692,2
5594,8,49,4851.39007383,0
5595,2,19,1229.8800048,1
5596,3,17,1637.93003277,2
5597,3,18,1734.85005192,2
5598,2,14,1509.9200286999999,1
5599,5,34,2504.64004522,2
5600,9,37,3854.66008766,0
5601,4,20,1849.75002296,2
5602,5,25,2449.77006154,2
5603,5,18,2404.81005864,2
5604,3,23,2659.64006434,2
5605,3,22,2819.75005346,2
5606,8,59,5829.37012866,0
5607,4,32,2439.65004547,2
5608,5,44,4070.53007892,0
5609,5,31,2909.63003544,2
5610,4,22,2079.75003054,2
5611,4,12,979.88002016,2
5612,7,40,4638.6401331,0
5613,4,40,3465.64007194,2
5614,3,26,1479.75002286,2
5615,5,34,3208.64005666,2
5616,3,25,2409.81006244,2
5617,6,23,1694.7600441,2
5618,5,25,2654.80006034,2
5619,5,20,1439.78002924,2
5620,6,33,2394.68006136,2
5621,5,47,3833.6000634399998,0
5622,6,57,4432.540065831,0
5623,3,25,2589.78004844,2
5624,12,89,8761.98018268,0
5625,5,31,3109.64005278,2
5626,4,40,3534.64006426,2
5627,5,32,2526.5600261699997,2
5628,3,34,2469.74005504,2
5629,4,33,2799.69005976,2
5630,2,13,984.86002357,1
5631,4,20,2249.81006246,2
5632,6,24,2489.83005148,2
5633,4,38,3429.71006774,2
5634,4,17,1643.8700409399999,2
5635,3,23,2343.71004108,2
5636,3,24,2349.740036,2
5637,6,51,4254.27006542,0
5638,2,14,1763.84004594,1
5639,3,15,2349.8600618,2
5640,10,56,5355.4801331,0
5641,4,34,2719.60003662,2
5642,3,10,875.89002996,1
5643,4,30,4239.5700761,2
5644,9,40,5079.46012898,0
5645,5,28,3334.72008136,2
5646,4,26,2017.83002854,2
5647,7,37,3969.67006304,0
5648,11,83,7323.22014236,0
5649,2,5,1099.9400329999999,1
5650,4,22,2299.67004404,2
5651,5,30,2782.67005928,2
5652,7,38,3819.6600915,0
5653,8,58,4358.53005977,0
5654,15,103,8904.95021066,0
5655,6,36,3019.66007996,2
5656,4,23,2524.76006316,2
5657,9,57,5069.53006754,0
5658,9,53,5579.52012264,0
5659,5,20,1937.77003862,2
5660,9,54,4897.51011274,0
5661,6,33,3309.6800766,2
5662,1,9,839.8600159,1
5663,6,44,3679.62006764,0
5664,6,25,2227.80004711,2
5665,8,52,4414.38008874,0
5666,4,27,2299.7300376000003,2
5667,5,23,3399.71009832,2
5668,5,37,3614.60008246,2
5669,2,11,1099.86002348,1
5670,4,37,2369.42000964,2
5671,7,51,4849.49012762,0
5672,9,66,5224.29014204,0
5673,4,18,1694.84003637,2
5674,8,58,4206.36008066,0
5675,4,33,3009.4700357399997,2
5676,6,26,2349.7500496,2
5677,5,25,2103.6500321,2
5678,2,21,2699.8000794,2
5679,5,42,4012.53009414,0
5680,5,45,3534.6600723,0
5681,3,19,1039.82001679,2
5682,10,73,5961.26007663,0
5683,7,44,4551.5801049599995,0
5684,6,43,3904.39009094,0
5685,5,41,3771.59005728,2
5686,2,12,1416.81003387,1
5687,7,53,5539.44010926,0
5688,4,33,4219.61008848,2
5689,5,31,3009.8000679799998,2
5690,4,25,2934.7900544,2
5691,11,94,7609.04011924,0
5692,3,16,1189.74999618,2
5693,5,30,4029.69011696,2
5694,3,15,1979.7500458,2
5695,4,21,1564.86001401,2
5696,5,26,2749.76007086,2
5697,1,3,499.9600067,1
5698,4,20,2869.76007846,2
5699,4,27,2333.85004046,2
5700,5,45,3179.52006544,2
5701,1,3,459.9700165,1
5702,3,14,1989.86003122,2
5703,4,24,2511.7400589999997,2
5704,6,47,4249.48007976,0
5705,8,37,3544.5200806,0
5706,5,17,2059.82006464,2
5707,7,34,4189.63011559,0
5708,5,28,2484.73006056,2
5709,2,6,1499.91004568,1
5710,4,17,2189.78005604,2
5711,6,61,3731.2700176099997,0
5712,4,24,2239.7900468,2
5713,6,34,3029.63006594,2
5714,6,36,4099.56012346,0
5715,12,99,8595.13015748,0
5716,3,21,1749.7800218,2
5717,6,33,3069.57006078,2
5718,4,29,2089.82003398,2
5719,7,42,4339.490101,0
5720,4,39,3249.56005478,2
5721,6,33,4215.5800858,0
5722,6,60,4504.33006298,0
5723,3,17,1449.7500153,2
5724,9,38,3585.70008492,0
5725,7,40,3709.590086031,0
5726,3,15,1174.86002733,1
5727,7,51,5014.5101127,0
5728,8,38,3944.64006798,0
5729,4,17,2289.83006296,2
5730,4,28,2614.7000655800002,2
5731,7,61,4436.47008327,0
5732,6,41,4474.52010348,0
5733,7,49,4154.47005462,0
5734,3,18,1859.77005384,2
5735,3,29,2104.74001499,2
5736,4,25,2759.71006008,2
5737,3,8,869.9500122,1
5738,3,41,4129.54010768,2
5739,7,68,5919.480095,0
5740,3,20,2437.7400475,2
5741,9,59,5170.35007862,0
5742,3,20,1449.67000968,2
5743,3,5,1329.92003636,1
5744,3,29,2969.66006848,2
5745,4,21,2509.76006318,2
5746,3,21,3239.8000871,2
5747,7,20,2959.74006656,2
5748,3,24,2224.77004813,2
5749,6,49,4499.4400444,0
5750,2,13,1639.85004044,1
5751,6,27,2427.75006484,2
5752,8,62,6044.42010884,0
5753,2,4,609.960022,1
5754,6,28,3524.7201042799998,2
5755,8,52,5885.2901384199995,0
5756,5,20,1329.84001352,2
5757,4,30,2789.6900483,2
5758,1,4,279.93000789999996,1
5759,6,62,3784.2700576,0
5760,4,18,1164.77999882,2
5761,2,5,649.94001776,1
5762,7,50,4541.43008042,0
5763,6,43,4045.58007235,0
5764,6,29,3896.70009049,2
5765,5,27,2501.79005822,2
5766,4,23,3299.64007968,2
5767,6,39,2567.55007932,2
5768,1,4,797.93002322,1
5769,3,19,2829.74005136,2
5770,3,30,1829.80003352,2
5771,1,9,489.9600067,1
5772,6,27,2869.74005896,2
5773,6,18,2589.7500764,2
5774,5,33,2869.78005985,2
5775,7,61,4819.38006614,0
5776,5,28,2645.69005968,2
5777,5,27,3269.77008444,2
5778,7,63,6587.31016546,0
5779,1,5,1179.92003636,1
5780,6,48,4163.44009782,0
5781,6,51,4229.56007579,0
5782,4,28,1969.72002036,2
5783,4,30,2453.69006157,2
5784,8,65,5756.22010798,0
5785,4,24,2441.77005386,2
5786,5,31,2739.59006124,2
5787,9,43,5124.59011468,0
5788,4,33,2771.69003302,2
5789,4,28,3294.68008808,2
5790,5,19,1904.79004284,2
5791,5,29,3779.5800763509997,2
5792,5,30,2859.64003945,2
5793,3,18,1855.7400284999999,2
5794,2,5,539.9400177,1
5795,4,46,3159.56004726,2
5796,4,45,3574.5300674,2
5797,7,41,4661.62010966,0
5798,2,10,1379.9300385,1
5799,2,18,2079.83003998,2
5800,8,34,4084.56011013,0
5801,4,30,2159.56005098,2
5802,2,13,1309.83002478,1
5803,9,84,7099.1301270799995,0
5804,5,43,3614.59007642,0
5805,7,51,4729.47008908,0
5806,4,23,2389.73005676,2
5807,6,33,3739.67007462,2
5808,3,10,1109.90003588,1
5809,1,8,709.980011,1
5810,3,24,1741.66003235,2
5811,4,23,2364.66003989,2
5812,6,47,3843.56007386,0
5813,6,33,3149.67004786,2
5814,5,29,2129.79003916,2
5815,7,48,5554.45014765,0
5816,3,16,1029.83001712,1
5817,4,16,1719.79004676,2
5818,4,22,2564.71005252,2
5819,4,22,2194.78002935,2
5820,4,26,2134.73006245,2
5821,10,74,5837.31011397,0
5822,3,25,2129.65002828,2
5823,1,3,119.9700012,1
5824,7,56,5333.54010016,0
5825,3,15,1479.8100281,2
5826,3,16,1799.81003955,2
5827,3,13,1649.84005746,2
5828,12,76,6950.13012901,0
5829,7,48,4429.44009786,0
5830,2,5,399.9900055,1
5831,5,36,2234.60004036,2
5832,6,43,3889.61007308,0
5833,3,16,1259.83002856,2
5834,3,18,1859.85003666,2
5835,2,21,1349.82003024,1
5836,7,54,4159.24006646,0
5837,4,32,3227.67005922,2
5838,4,31,2829.57004934,2
5839,5,51,3899.29006186,0
5840,5,33,3619.59008418,2
5841,5,21,3129.7000733,2
5842,2,10,1139.8800392399999,1
5843,4,17,2069.79003148,2
5844,6,39,3369.61009598,0
5845,9,40,4371.50012606,0
5846,3,21,2049.6300392,2
5847,3,20,2079.79004865,2
5848,6,45,3229.44005584,0
5849,6,30,2934.60006318,2
5850,3,19,1809.82003026,2
5851,4,26,2484.72002416,2
5852,6,52,4432.33005522,0
5853,6,51,3504.3300134,0
5854,4,27,2234.750042,2
5855,5,28,3269.7100830599998,2
5856,6,35,3334.70008854,2
5857,7,29,2504.50004777,2
5858,4,22,1369.8500061,2
5859,8,67,4511.33006483,0
5860,4,22,1651.7700272,2
5861,6,25,3499.67009364,2
5862,5,15,1938.86005028,2
5863,6,34,3171.64005081,2
5864,3,28,2209.70000092,2
5865,7,58,5093.39009482,0
5866,3,17,2109.80006032,2
5867,9,68,6619.34013004,0
5868,6,37,2724.63005834,2
5869,3,13,2229.80005268,2
5870,7,32,4199.58009346,0
5871,6,23,1815.71004866,2
5872,2,18,1159.79002762,1
5873,9,64,5739.25012035,0
5874,7,46,3724.31007577,0
5875,8,73,6429.16014118,0
5876,6,44,3917.57009508,0
5877,6,42,3799.54006184,0
5878,7,53,4929.55008704,0
5879,4,35,3689.5900575,2
5880,4,14,1829.8100281,2
5881,4,43,2598.54002756,2
5882,3,14,674.91001317,1
5883,4,13,769.95000838,2
5884,4,23,1480.70001604,2
5885,4,21,2949.770073,2
5886,4,33,3429.61008273,2
5887,6,27,2355.78004844,2
5888,4,26,2349.84004982,2
5889,2,14,1849.77004248,1
5890,4,37,3747.72008325,2
5891,7,54,4119.44008618,0
5892,1,8,549.8699951,1
5893,2,19,1209.7500075799999,1
5894,3,11,1201.87003901,1
5895,3,33,2589.62002948,2
5896,5,26,1834.74003029,2
5897,12,86,8061.120201199999,0
5898,3,24,2239.6700439,2
5899,7,39,4029.4800683,0
5900,6,30,4129.63010798,0
5901,2,5,879.9300232,1
5902,4,38,2549.70006556,2
5903,5,36,2374.77001958,2
5904,9,53,5923.4201586,0
5905,5,28,3119.73006448,2
5906,5,44,3714.69007112,0
5907,7,51,5209.33012016,0
5908,4,16,2049.83004382,2
5909,3,22,1799.75003438,2
5910,6,29,4359.6900826599995,0
5911,3,14,2149.79005058,2
5912,1,7,389.90000910000003,1
5913,7,46,4288.44005218,0
5914,6,42,2949.7000655800002,2
5915,2,13,649.83001135,1
5916,5,16,1502.88003357,2
5917,3,24,2889.73006438,2
5918,5,29,3519.6700821,2
5919,4,19,2289.71005244,2
5920,4,20,1257.77002726,2
5921,6,41,2804.5500373200002,2
5922,5,16,1119.82001492,2
5923,6,39,3715.60008054,0
5924,6,39,2304.61002726,2
5925,3,15,1339.8600159,2
5926,7,49,4004.50006112,0
5927,8,82,8169.13019948,0
5928,5,23,2299.7600365,2
5929,7,56,4097.3200761,0
5930,2,17,1649.8100357600001,1
5931,2,14,850.870018,1
5932,3,15,1259.83002858,2
5933,3,11,1149.9400177,1
5934,2,8,419.97000504,1
5935,5,21,1625.7700348600001,2
5936,7,47,5389.55010622,0
5937,2,21,1319.78002164,1
5938,6,55,4840.53010759,0
5939,2,15,1149.8800354,1
5940,4,22,2159.75003816,2
5941,7,48,4767.4601099,0
5942,3,31,2677.69006744,2
5943,6,51,4715.5800973,0
5944,5,47,3721.41007811,0
5945,4,21,1869.78002162,2
5946,5,34,5183.62005984,0
5947,3,17,1239.72002034,2
5948,7,28,2339.6900482,2
5949,4,16,2794.8700715,2
5950,5,29,2731.65002064,2
5951,8,68,4238.24005871,0
5952,8,51,6299.49015048,0
5953,4,24,1809.71003344,2
5954,4,26,2999.74005898,2
5955,4,32,3311.6700821199997,2
5956,2,21,1909.7000122,2
5957,4,31,2559.7400512,2
5958,5,59,3925.15002251,0
5959,4,30,3154.63007354,2
5960,3,28,2239.70003894,2
5961,2,17,1129.82003785,1
5962,6,26,2503.68006144,2
5963,1,11,629.9500122,1
5964,4,56,3819.4400710600003,0
5965,8,46,5311.46011742,0
5966,6,15,2109.8000566,2
5967,2,28,1644.7700194,2
5968,3,9,1034.9200286999999,1
5969,4,31,2259.70004654,2
5970,6,30,2969.7200699200002,2
5971,7,51,5139.42011279,0
5972,4,26,1841.82002827,2
5973,6,39,4204.6300736,0
5974,5,43,3493.61007694,2
5975,2,13,579.84999838,1
5976,6,55,4835.46006774,0
5977,6,30,3139.66008766,2
5978,3,19,1483.84003834,2
5979,4,34,2379.77005,2
5980,1,12,1161.820015,1
5981,5,42,3371.58005717,2
5982,5,30,3384.6100998,2
5983,6,44,3519.4800645,0
5984,7,41,3579.47004708,0
5985,5,28,2479.7200469199997,2
5986,2,4,449.9600144,1
5987,6,53,4539.24007619,0
5988,4,28,2134.77003482,2
5989,8,55,4779.5401077999995,0
5990,6,56,3754.4100398699998,0
5991,5,25,1839.75003446,2
5992,6,50,3537.41009146,0
5993,3,15,1624.84004407,2
5994,8,55,4049.4100533299998,0
5996,3,17,1729.8200378000001,2
5997,1,8,1199.9000092,1
5998,4,44,3279.29002774,2
5999,6,38,4379.45012294,0
6000,1,5,250.0,1
6001,1,7,909.9000244199999,1
6002,4,27,2059.68003853,2
6003,9,54,4679.5701141,0
6004,5,31,2673.65006256,2
6005,7,41,3799.48005486,0
6006,5,46,3493.55006022,0
6007,3,10,1749.87005047,2
6008,7,49,4014.41008374,0
6009,3,32,2689.65006628,2
6010,4,24,2259.7100602,2
6011,5,41,3219.5800437,2
6012,6,25,2343.7600479,2
6013,5,22,1595.75001727,2
6014,6,58,4584.41012574,0
6015,5,37,2869.56002806,2
6016,5,15,1917.7900543399999,2
6017,4,34,3309.59004986,2
6018,6,33,3689.6600952999997,2
6019,3,21,2544.700058,2
6020,6,43,2853.60001758,2
6021,3,26,1374.73999394,2
6022,9,45,3724.52005778,0
6023,9,59,4859.37006577,0
6024,4,30,2687.6200295,2
6025,7,57,4804.30008316,0
6026,4,17,1779.8400345999999,2
6027,5,14,1939.8500519,2
6028,3,21,2184.71003714,2
6029,4,20,2059.77004248,2
6030,5,23,2378.78005608,2
6031,3,16,1019.8500328,1
6032,4,25,2189.66005324,2
6033,2,10,1359.92003636,1
6034,4,29,3053.71004868,2
6035,3,29,2019.7300338999999,2
6036,4,28,1859.7700195,2
6037,3,24,2349.6800614,2
6038,2,10,999.8100128,1
6039,2,12,1709.8200379,1
6040,3,17,1991.83004764,2
6041,4,40,2797.5500451,2
6042,3,10,1239.84003448,1
6043,2,18,1347.83003614,1
6044,3,21,1704.76004603,2
6045,4,36,2495.75002863,2
6046,3,18,1379.78001784,2
6047,7,47,3804.53006748,0
6048,5,32,3409.64007586,2
6049,11,58,6789.38015382,0
6050,9,101,6940.1000633,0
6051,3,11,1204.89002998,1
6052,2,19,773.7700043,1
6053,7,40,3554.55006413,0
6054,6,36,4029.64010622,0
6055,7,33,2799.68004994,2
6056,4,33,2891.67004012,2
6057,3,23,2529.59004594,2
6058,3,13,1119.89001078,1
6059,4,27,1861.6200084710001,2
6060,7,51,5458.5001641,0
6061,4,23,2399.81005866,2
6062,2,17,1749.8900452,2
6063,2,6,649.980011,1
6064,5,41,3519.66004956,2
6065,8,58,5543.36011128,0
6066,3,6,661.92001917,1
6067,7,43,3013.67004772,0
6068,6,32,3295.6000671799998,2
6069,2,11,845.89002228,1
6070,4,38,3685.54008868,2
6071,7,43,4239.57009898,0
6073,3,31,2369.76004412,2
6074,3,13,1069.85002142,1
6075,5,30,1979.830017,2
6076,3,29,2829.43003854,2
6077,2,12,1129.88000494,1
6078,4,24,2619.68005382,2
6079,4,18,1319.8900146199999,2
6080,4,33,2404.58001513,2
6081,6,46,4859.5701028,0
6082,4,39,2997.6500701,2
6083,3,33,1619.64998822,2
6084,3,12,1149.8200226,1
6085,8,53,4133.46006782,0
6086,10,50,5366.33013741,0
6087,6,34,2674.71005632,2
6088,5,41,4619.56010818,0
6089,5,50,4441.33008198,0
6090,4,30,3069.7200928,2
6091,2,14,1293.85001758,1
6092,7,45,5654.54013072,0
6093,3,27,1709.73003004,2
6094,4,26,2697.71004878,2
6095,5,51,4049.48008358,0
6096,3,11,1309.87004478,1
6097,4,13,979.89001464,2
6098,5,34,4089.56008725,2
6099,7,43,3458.5400809,0
6100,3,20,914.80999746,2
6101,10,57,6371.33012987,0
6102,5,41,3509.61007308,2
6103,6,21,3044.80008706,2
6104,5,36,3539.48005302,2
6105,2,10,514.90000533,1
6106,5,22,2579.7700806,2
6107,5,56,3549.5800628,0
6108,6,45,4529.68006918,0
6109,7,44,4817.49010862,0
6110,8,60,5823.3701421099995,0
6111,5,27,2414.83005526,2
6112,4,18,1929.8500519,2
6113,6,32,2555.5300484,2
6114,4,23,1861.84003642,2
6115,4,35,3489.5800590999997,2
6116,2,9,1111.84002117,1
6117,2,10,1034.87002562,1
6118,6,22,2569.75004974,2
6119,3,15,889.84003066,1
6120,5,40,3519.71007926,2
6121,4,37,2524.66003784,2
6122,4,32,2497.56003194,2
6123,4,24,2879.77004252,2
6124,3,14,919.7700195,1
6125,7,50,5719.58010116,0
6126,5,41,3159.70002374,2
6127,3,16,1544.83003234,2
6128,2,8,624.85999688,1
6129,4,21,1839.76002888,2
6130,8,55,6104.41011999,0
6131,6,36,3144.5600433600002,2
6132,4,19,2024.71003927,2
6133,2,19,1559.82004546,2
6134,4,18,1869.8100586,2
6135,2,13,1109.83002868,1
6136,1,9,429.95000458,1
6137,10,62,6245.37009836,0
6138,4,25,2119.75001896,2
6139,3,19,2509.70005804,2
6140,6,47,3239.61004252,0
6141,3,29,2095.69003674,2
6142,1,2,499.9700165,1
6143,9,72,6589.23012158,0
6144,3,13,669.94000248,1
6145,2,21,2129.84005358,2
6146,6,40,2649.71004862,2
6147,2,7,1129.9500275,1
6148,1,4,209.93000408,1
6149,7,34,3179.65007024,0
6150,6,41,4199.5500947,0
6151,5,36,2639.60002898,2
6152,2,12,559.8400001800001,1
6153,1,9,929.90001678,1
6154,5,32,2649.68003072,2
6155,5,31,3217.66007622,2
6156,7,47,5743.44014175,0
6157,4,24,2179.73005292,2
6158,5,23,2155.8100433199997,2
6159,6,36,3573.7000886,0
6160,8,46,4139.5200806,0
6161,6,30,4024.5400849,2
6162,7,45,3914.560089,0
6163,6,41,3649.6300926,0
6164,1,5,499.9500122,1
6165,7,57,4859.47009666,0
6166,5,36,3609.60008618,2
6167,4,25,2294.7700348,2
6168,8,40,5099.53011716,0
6169,5,26,2369.66004956,2
6170,3,17,1929.85004426,2
6171,5,39,3369.56008136,2
6172,3,24,1635.65000918,2
6173,3,21,1799.70003882,2
6174,4,35,3473.71004882,2
6175,4,32,2937.6700631999997,2
6176,5,24,2030.70004264,2
6177,7,34,2905.69007498,2
6178,7,40,4599.51010134,0
6179,7,56,4706.45010378,0
6180,3,25,2229.79003916,2
6181,5,29,2051.61002722,2
6182,2,21,2374.90004736,2
6183,4,16,1575.79003902,2
6184,8,44,4649.51012418,0
6185,2,12,789.91000365,1
6186,5,28,2699.59004976,2
6187,6,43,4421.50009538,0
6188,4,7,709.9700164999999,1
6189,1,6,919.9300232,1
6191,3,17,1089.81002418,2
6192,3,17,1689.73003018,2
6193,5,34,2399.79005048,2
6194,6,46,4090.6300926,0
6195,8,40,3724.67006298,0
6196,4,18,1679.79003138,2
6197,5,20,1989.75001152,2
6198,5,40,3069.54006956,2
6199,9,55,4649.50007437,0
6200,5,26,1357.72001258,2
6201,3,10,1289.8700371,1
6202,5,31,1979.72003168,2
6203,6,38,3819.55008322,0
6204,2,14,799.82001878,1
6205,5,37,2857.60002898,2
6206,4,20,2329.69003493,2
6207,1,1,399.980011,1
6208,4,33,2109.62005043,2
6209,5,32,3244.62007526,2
6210,3,18,2009.8200454799999,2
6211,7,32,3004.75005336,2
6212,6,24,2721.80006796,2
6213,12,59,6223.2301428499995,0
6214,2,8,714.90001487,1
6215,4,22,2189.77003856,2
6216,4,14,1229.87001798,2
6217,4,30,2794.6800804,2
6218,3,19,1819.8200454999999,2
6219,3,27,1999.7200318,2
6220,4,32,2494.6300353,2
6221,8,58,3554.53005403,0
6222,8,55,4345.42006871,0
6223,3,24,2044.70004079,2
6224,4,22,2129.79004672,2
6225,4,20,2829.86005406,2
6226,1,2,699.960022,1
6227,2,15,1659.82000356,1
6228,2,11,1059.86001775,1
6229,12,60,5235.3100587,0
6230,9,64,5826.34010137,0
6231,6,30,3076.70006194,2
6232,2,23,1559.71002574,2
6233,6,42,4464.5500832,0
6234,3,23,1689.72004318,2
6235,2,11,949.8300095000001,1
6236,7,53,5109.44007882,0
6237,6,40,3517.68006906,0
6238,2,7,1159.9200286999999,1
6239,6,29,2804.70003516,2
6240,8,36,3979.53009425,0
6241,3,34,2459.6500206,2
6242,6,53,3912.41006468,0
6243,3,18,2379.81005864,2
6244,4,28,2849.66003804,2
6245,3,29,2319.68003078,2
6246,4,28,2544.72007561,2
6247,5,34,1939.7700386010001,2
6248,10,66,4139.35005751,0
6249,7,43,4071.58009525,0
6250,5,25,3039.5800553599997,2
6251,4,11,1654.7600403,2
6252,2,18,1309.8100204,1
6253,8,44,4554.54011156,0
6254,4,29,3959.7201004999997,2
6255,7,64,5539.16008764,0
6256,8,51,5341.4201469399995,0
6257,5,35,3309.46006402,2
6258,3,12,1219.85002898,1
6259,4,30,3599.6000635,2
6260,3,18,1639.8000488,2
6261,4,21,2029.76001752,2
6262,3,10,1275.83002476,1
6263,6,59,5254.3600694,0
6264,3,16,2569.77006918,2
6265,7,21,2589.83007056,2
6266,7,66,6109.19009406,0
6267,2,2,499.9700165,1
6268,6,26,3019.7700767799997,2
6269,6,53,4064.60008243,0
6270,4,31,3769.6301041399997,2
6271,7,33,2559.64004896,2
6272,3,15,1709.84003456,2
6273,2,14,1209.89002996,1
6274,6,26,2093.78004844,2
6275,4,30,2929.75006493,2
6276,4,22,1785.8000603,2
6277,6,41,3493.62007902,0
6278,6,47,3644.54004664,0
6279,8,54,4529.51009384,0
6280,4,30,3374.6800766,2
6281,8,66,5249.28012284,0
6282,5,26,3004.7300681799998,2
6283,3,21,1608.76002874,2
6284,4,22,2419.72005084,2
6285,13,100,7017.97010398,0
6286,2,26,1534.6500091,2
6287,6,46,4577.39007202,0
6288,8,62,5389.2300607,0
6289,6,35,3149.55006412,2
6290,4,43,3219.59007634,2
6291,2,15,1359.84003064,1
6292,2,3,559.960022,1
6293,1,13,1549.8900452,1
6294,6,41,4123.46007739,0
6295,6,39,2869.66002652,2
6296,4,15,1957.8300553,2
6297,4,24,1859.76004404,2
6298,2,10,989.9300232,1
6299,7,34,2899.60004981,2
6300,4,50,3524.43005744,2
6301,5,31,2757.680069,2
6302,4,18,1799.78002556,2
6303,10,72,6617.26013204,0
6304,4,34,3404.6300354200002,2
6305,11,85,7273.23012944,0
6306,4,36,2519.6500473,2
6307,10,48,5051.41011058,0
6308,4,28,1744.77003472,2
6309,4,22,1299.82003022,2
6310,4,34,2779.6300659,2
6311,5,21,1289.83003807,2
6312,4,25,2399.6500511,2
6313,5,38,3649.59007256,2
6314,3,17,1699.79003906,2
6315,4,17,1219.79002386,2
6316,12,85,8105.1801834,0
6318,8,34,4534.61010943,0
6319,9,52,5154.59008036,0
6320,3,28,2673.66002668,2
6321,2,6,559.9400177,1
6322,2,24,1744.78002556,2
6323,5,30,2386.59002109,2
6324,2,7,1199.9100342,1
6325,4,36,2769.72004696,2
6326,5,19,3209.76008994,2
6327,7,41,3589.52008064,0
6328,3,18,1599.78003306,2
6329,2,9,1049.94002154,1
6330,5,28,2409.7100678,2
6331,4,21,1759.68000418,2
6332,4,30,2579.7200127,2
6333,5,38,3075.65007016,2
6334,6,29,2899.6600456799997,2
6335,1,4,449.980011,1
6336,7,48,3490.44006348,0
6337,6,43,3824.69009408,0
6338,8,59,4576.4000855,0
6339,5,29,2128.6700249,2
6340,1,10,739.95001604,1
6341,10,85,7169.2501486,0
6342,9,62,5189.27005764,0
6343,2,22,1437.75002666,2
6344,3,28,1799.68002712,2
6345,8,41,3822.61006371,0
6346,8,45,4369.44008638,0
6347,4,34,2194.6000327,2
6348,5,34,3749.5800515,2
6349,2,6,674.94001967,1
6350,8,64,5329.22007372,0
6351,4,19,2074.86004071,2
6352,6,39,2792.59005744,2
6353,3,25,1839.72000886,2
6354,1,5,289.9500122,1
6355,3,23,2089.81003958,2
6356,8,48,4774.4401322,0
6357,6,25,3679.6500969999997,2
6358,6,46,3859.39007186,0
6359,9,78,5469.2400855,0
6360,7,29,2605.69004822,2
6361,6,32,2859.72005848,2
6362,5,19,2429.78006752,2
6363,3,24,2484.7600518,2
6364,7,29,3773.66006104,0
6365,5,33,3199.66004564,2
6366,3,27,2519.7400284,2
6367,4,22,1509.73001102,2
6368,6,29,3525.60005576,2
6369,2,15,959.90002442,1
6370,7,53,4449.67007824,0
6371,2,12,959.85001368,1
6372,1,3,74.97000122,1
6373,2,12,1605.8500213,1
6374,6,26,1976.8400268599999,2
6375,9,83,7740.13018423,0
6376,5,40,2709.59007636,2
6377,5,15,1069.83001328,2
6378,7,49,2837.51004965,0
6379,4,30,2906.69007303,2
6380,5,30,2774.760076651,2
6381,2,11,1799.87001806,1
6382,3,13,1389.8500367,2
6383,5,30,2444.68007853,2
6384,2,18,1139.82003018,1
6385,5,31,2429.7600517,2
6386,5,25,3687.6300775199998,2
6387,4,25,3029.710083,2
6388,9,45,5540.4701347,0
6389,2,24,2119.78004078,2
6390,5,26,2164.56004915,2
6391,3,16,2299.81007014,2
6392,5,40,3409.62004489,2
6393,10,63,5404.4000967599995,0
6394,1,16,669.8099974,1
6395,5,25,3509.74008182,2
6396,2,10,864.89002992,1
6397,6,49,4605.28007135,0
6398,6,41,3202.58005717,0
6399,5,35,3344.6600762,2
6400,5,32,3119.62005994,2
6401,3,11,1239.90003588,1
6402,6,60,4429.3100625,0
6403,2,18,1979.79004284,2
6404,6,48,4039.35005574,0
6405,7,42,4940.70009626,0
6406,3,23,1689.7600288,2
6407,5,45,4559.52008439,0
6408,3,29,2369.56003202,2
6409,4,22,2199.69003304,2
6410,3,25,3049.65006258,2
6411,5,37,3798.70007716,2
6412,7,62,5679.2100830399995,0
6413,4,26,2499.68006522,2
6414,3,23,1969.8200226,2
6415,4,25,1484.64002216,2
6416,6,47,4539.42009933,0
6417,7,46,4519.52003116,0
6418,6,45,4876.50010326,0
6419,5,29,3699.6800958,2
6420,4,37,3289.5600472,2
6421,5,18,2194.73004345,2
6422,3,15,1919.82004166,2
6423,6,36,3133.6600419,2
6424,5,53,4475.21005258,0
6425,6,40,4259.53008287,0
6426,6,40,2639.58005134,2
6427,7,41,3859.6300965,0
6428,9,63,5453.34006504,0
6429,4,17,1701.8900452,2
6430,9,65,5541.2301027,0
